display_title,summary_short,critics_pick,classif,pos,p_neg
Foxcatcher,Starring Steve Carell and Channing Tatum 8220Foxcatcher8221 directed by Bennett Miller tells the truecrime story of an Olympic wrestler and his multimillionaire sponsor,1,neg,0.013579483783614501,0.9864205162163886
Free Fire,Ben Wheatleys formula for actionmovie success a best actress Oscar winner dozens of firearms and a warehouse full of testosterone,1,pos,0.9132082508845731,0.0867917491154268
Free State of Jones,Mr McConaughey plays Newton Knight the Mississippi farmer who led a dissident Confederate group in the Civil War and a political coalition after,1,pos,0.9991454388248634,0.0008545611751380891
Fresh Dressed,This documentary charts how hiphop fashion initially absorbed what was around it and then eventually became the inspiration for everyone else,1,pos,0.8947170649136108,0.10528293508638789
From Nowhere,Julianne Nicholson plays a Bronx high school teacher who tries to help three undocumented students cope with the threat of being discovered by the authorities,1,pos,0.9993713931800979,0.0006286068199030626
From This Day Forward,Sharon Shattucks documentary tells her family story of growing up with a transgender parent,1,pos,0.8123765764276794,0.18762342357231962
Frozen,Frozen from Disney departs a bit from the companys traditional princess formula,1,pos,0.8803827446140935,0.1196172553859052
Fruitvale Station,Fruitvale Station based on the true story of a Bay Area black man shot by a white police officer on a subway platform examines the subject with a steady objective eye,1,pos,0.9970920911619358,0.0029079088380642823
Fun Size,The Nickelodeon star Victoria Justice plays a highschool student chasing down her lost little brother on Halloween in Fun Size,1,pos,0.8916676356525741,0.10833236434742709
Get On Up,Get On Up directed by Tate Taylor The Help tells the story of the RB and funk singer James Brown,1,pos,0.9893378797897684,0.010662120210230221
Get Out,This movie by Jordan Peele his first as a director of feature films is a skillful hybrid blending genres into something terrifying,1,pos,0.9804238103515841,0.019576189648414233
Gimme Danger,Jim Jarmuschs reverent documentary on Iggy Pop a provocateur is prim It includes no retrospective scenes of drug use or the bandmates fights,1,pos,0.941581895702146,0.05841810429785588
Gleason,Clay Tweels documentary chronicles the athlete Steve Gleasons attempt to leave behind a meaningful legacy for his unborn child as ALS wreaks havoc on his body,1,pos,0.9519572648616083,0.04804273513838888
Go Go Tales,In Abel Ferraras Go Go Tales a Manhattan strip club owned by Willem Dafoe and run by Bob Hoskins faces eviction by Sylvia Miles,1,pos,0.9307185833023618,0.06928141669763321
God Bless the Child,Robert Machoian and Rodrigo OjedaBeck8217s drama creates a seemingly oblivious world of makebelieve goofing off and hanging out after a mother distressingly drives off,1,pos,0.9507250282167159,0.04927497178328212
God Loves Uganda,God Loves Uganda explores the role of the American evangelical movement in promoting a Ugandan proposal to imprison or even execute homosexuals,1,pos,0.99932557823144,0.000674421768564213
God's Own Country,This feature debut of the writer and director Francis Lee is a bracing sometimes brutal movie,1,pos,0.9549323511502067,0.04506764884979427
Good Kill,This Andrew Niccol film is a blunt critique of remotecontrol warfare which is transforming the reality of battle into a video game whose casualties are pixels on a screen,1,pos,0.9989410546106531,0.001058945389343367
Goodnight Mommy,When Mommy comes back from the hospital a changed person with bandages obscuring her face her twins take action,1,neg,0.4459569894402558,0.5540430105597456
Grandma,Paul Weitz8217s new film centering on a feminist poet in her 70s and her granddaughter is a comedy of conflict and solidarity,1,pos,0.9827142269968138,0.017285773003188516
"Grandma, A Thousand Times",In Grandma a Thousand Times the director Mahmoud Kaabour turns his camera on his spirited grandmother and her rich memories,1,pos,0.8982707601075338,0.10172923989246711
Gravity,In Alfonso Cuarns Gravity two astronauts marooned in space struggle for survival in rapidly changing circumstances,1,pos,0.5438671220419282,0.4561328779580766
Green Zone,In Green Zone action under pressure is a test and a revelation of character,1,neg,0.2905851325005311,0.7094148674994709
Greenberg,Greenberg is the funniest and saddest movie Noah Baumbach has made so far and also the riskiest,1,pos,0.9090092080702705,0.09099079192972957
Guidance,Pat Mills wrote directed and stars in this black comedy about a former child star who fraudulently gets a job of giving advice to teenagers,1,pos,0.9313416279681307,0.06865837203186909
Guy and Madeline on a Park Bench,A Bostonbased musical commentary on love and art Guy and Madeline on a Park Bench floats on a wave of spontaneity and charm,1,pos,0.9758420705375431,0.024157929462455218
Haider,A mother8217s loyalties and mystery carries the movie 8220Haider8221 a version of 8220Hamlet8221,1,pos,0.9195224828931983,0.0804775171068021
Hanna Ranch,Kirk Hanna the focus of the documentary Hanna Ranch appeared in Fast Food Nation,1,pos,0.602242841541713,0.3977571584582848
Happy End,Isabelle Huppert Toby Jones and Mathieu Kassovitz make up a remarkable ensemble cast But Happy End belongs to JeanLouis Trintignant,1,pos,0.9962071448449169,0.0037928551550819142
Harmonium,A mysterious man becomes a disruptive presence for a married couple and their daughter in Koji Fukadas wellacted family drama,1,pos,0.9652667641110314,0.034733235888968095
Harold and Lillian: A Hollywood Love Story,Meet the husbandandwife team that inspired some of the most memorable moments onscreen from The Graduate to The Birds,1,pos,0.9261164897489033,0.07388351025109634
Harry & Snowman,Ron Daviss documentary is about Snowman a white gelding and championship show jumper in his time and Harry deLeyer who raised him,1,neg,0.33101948832679057,0.6689805116732107
Harry Potter and the Deathly Hallows: Part 1,There is an especially somber and scary coloration to this installment as Harry Potter faces a perilous grownup world,1,pos,0.7254073619665978,0.2745926380334015
Harry Potter and the Deathly Hallows: Part 2,Childhood ends with tears and howls and swirls of smoke the shock of mortality and bittersweet smiles in the grave deeply satisfying final movie in the Harry Potter series,1,pos,0.9998742494449652,0.0001257505550338778
He Never Died,Henry Rollins plays Jack who has spent centuries perfecting the art of being nondescript in this enjoyably strange horror film,1,neg,0.1694116402517962,0.8305883597482058
Heaven Knows What,Directed by Josh and Benny Safdie 8220Heaven Knows What8221 chronicles an addict and her pursuits on the streets of New York,1,pos,0.8709942283244282,0.12900577167557048
Heist: Who Stole the American Dream?,The documentary Heist Who Stole the American Dream argues that the seeds of the recent financial collapse were sown 40 years ago in a memo,1,pos,0.7502249358208227,0.2497750641791766
Hell or High Water,Brothers on a bankrobbing spree make their way through a desert of economic decline in this film by David Mackenzie,1,pos,0.873002042520879,0.12699795747912138
Her,Her directed by Spike Jonze centers on a lonely soul who is drawn out by the female voice of his computer operating system,1,pos,0.9976310176997746,0.002368982300227179
Hereafter,A new film from Clint Eastwood contemplates whether the end of life is really the end,1,pos,0.8693657574293893,0.13063424257061118
Hide Your Smiling Faces,Daniel Patrick Carbones haunting debut feature offers a dark vision of boyhood adventure in a great outdoors fraught with peril,1,pos,0.994206691877992,0.005793308122004584
Higher Ground,Vera Farmiga stars in this film her directorial debut a drama that weighs the merits of faith against a secular sensibility,1,pos,0.9616565774959782,0.03834342250402139
Hitchcock/Truffaut,This documentary revisits a 1962 conversation between the two directors in a documentary format with commentary from film luminaries,1,pos,0.9674592893292967,0.03254071067070125
Hoje Eu Quero Voltar Sozinho,A young man who happens to be blind begins to indulge his independence and understand his sexuality in 8220The Way He Looks8221,1,pos,0.8246502730595223,0.17534972694047965
Homeland: Iraq Year Zero,This twopart film from Abbas Fahdel gives a beforeandafter account of his relatives lives around the time of the 2003 conflict,1,pos,0.7900134044250159,0.20998659557498325
Homo Sapiens,Images of abandoned places built or scarred by humankind make up what could be described as an environmental documentary,1,pos,0.5240210953599055,0.4759789046400963
Hot Tub Time Machine,In Hot Tub Time Machine three guys revisit the 80s Nostalgia naturally ensues,1,neg,0.3497951481249854,0.6502048518750141
How I Ended This Summer,How I Ended This Summer set at an Arctic weather station is a suspenseful manbravingtheelements adventure and a psychological thriller,1,pos,0.9189476744560853,0.08105232554391219
Hugo,Martin Scorseses 3D film adaptation of the childrens novel The Invention of Hugo Cabret is also a homage to early cinema,1,pos,0.9797087143919557,0.020291285608045172
Hunt for the Wilderpeople,Taika Waititis comedy centers on a foster child in New Zealand first placed with an older couple and then on the run,1,pos,0.793112621609503,0.2068873783904991
Hunter Gatherer,Running in place is the point of Josh Locys film which spotlights the repetitive daily struggles of those with few resources beyond optimism and resolve,1,neg,0.47372239874395927,0.5262776012560454
I Am Eleven,In Genevieve Baileys documentary I Am Eleven 11yearolds in 15 countries talk about home school war love marriage and visions of the future,1,pos,0.9778171643138621,0.022182835686142287
I Am Love,In this soaringly beautiful Italian film nothing holds your gaze as forcefully as Tilda Swintons alabaster face,1,pos,0.9979687903293718,0.0020312096706297544
I Am Not Your Negro,Raoul Pecks documentary is an important introduction to James Baldwins work and an advanced seminar in racial politics,1,pos,0.980922834200591,0.019077165799411676
I Love You Phillip Morris,I Love You Phillip Morris based on a reallife story stars Jim Carrey as a charismatic con man,1,pos,0.8661790310614963,0.13382096893850262
