display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,boxoffice,genre,director,writer,actor,nomination
Bleed for This,R,1,GLENN KENNY,Review: ‘Bleed for This’ Is a Boxing Movie That Gets Boxing,"The film tells the true story of the brash fighter Vinny Pazienza, who fractured his neck in a car accident but earned his place back in the ring.",2016-11-17,2016-11-18,2017-11-02 4:18,5051927,Biography,0,"Ben Younger (screenplay by), Ben Younger (story by), Pippa Bianco (story by), Angelo Pizzo (story by)",0,0
Blind,NA,1,STEPHEN HOLDEN,"Review: In &#8216;Blind,&#8217; Perception and Fantasy Converge in a Writer&#8217;s Mind",A Norwegian woman who recently lost her sight struggles to keep in touch with the visual world in Eskil Vogt&#8217;s debut feature.,2015-09-03,2015-09-04,2017-11-02 4:18,NA,Drama,0,Eskil Vogt,1,0
Blue Jasmine,PG-13,1,MANOHLA DARGIS,"Pride Stays, Even After the Fall","Cate Blanchett plays a wealthy woman who has lost her money and her bearings in “Blue Jasmine,” directed by Woody Allen.",2013-07-25,2013-08-23,2017-11-02 4:18,NA,Drama,0,Woody Allen,1,1
Bluebird,NA,1,STEPHEN HOLDEN,"Review: In ‘Bluebird,’ Momentary Distraction Sets Off a Chain of Misery","In this film set in a Maine logging town, a school-bus driver deals with the repercussions of a tragic mistake.",2015-02-26,2015-02-27,2017-11-02 4:18,NA,Drama,0,Lance Edmands (screenplay),1,0
Bombay Beach,NA,1,STEPHEN HOLDEN,Last Resort Remains an Oasis of Dreams,"“Bombay Beach,” a documentary about an abandoned California wonderland that still holds wonder for some of its residents.",2011-10-13,2011-10-14,2017-11-02 4:18,NA,Documentary,1,N/A,NA,0
Boom Bust Boom,NA,1,KEN JAWOROWSKI,"Review: ‘Boom Bust Boom,’ a Pythonesque Look at Financial Crashes","This film by Terry Jones, formerly of Monty Python, explores the 2008 financial collapse and the possibility of more crashes through animation, puppetry and interviews with economists.",2016-03-10,2016-03-11,2017-11-02 4:18,NA,Documentary,0,"Terry Jones, Theo Kocken",0,NA
Born to Be Blue,R,1,STEPHEN HOLDEN,"Review: ‘Born to Be Blue,’ Portrait of a Trumpeter as a Heroin Addict",Ethan Hawke plays Chet Baker in this extended riff on a jazz life written and directed by Robert Budreau.,2016-03-24,2016-03-25,2017-11-02 4:18,NA,Biography,0,Robert Budreau,0,0
Boyhood,R,1,MANOHLA DARGIS,From Baby Fat to Stubble: Growing Up in Real Time,"Richard Linklater’s tender and profound film, which follows a boy and his family over a dozen years in real time, is a meticulously textured work set to the rhythm of life.",2014-07-10,2014-08-15,2017-11-02 4:18,18859617,Drama,0,Richard Linklater,0,1
Braddock America,NA,1,JEANNETTE CATSOULIS,"Ravaged by Time, a Steel Town Tries to Hold On","“Braddock America” chronicles the troubles of Braddock, Pa., a steel town that has seen better days.",2014-10-30,2014-10-31,2017-11-02 4:18,NA,Documentary,1,Jean-Loïc Portron,NA,NA
Brawl in Cell Block 99,Not Rated,1,JEANNETTE CATSOULIS,Review: ‘Brawl in Cell Block 99’ Features a Revelatory Vince Vaughn,Mr. Vaughn plays a reluctant avenger in this vicious thriller from the director of “Bone Tomahawk.”,2017-10-05,2017-10-06,2017-11-02 4:18,NA,Crime,0,S. Craig Zahler,0,0
Bridesmaids,R,1,MANOHLA DARGIS,"Deflating That Big, Puffy White Gown","“Bridesmaids” celebrates the giddy, liberating humor of the writers Kristen Wiig and Annie Mumolo.",2011-05-12,2011-05-13,2017-11-02 4:18,166500000,Comedy,0,"Kristen Wiig, Annie Mumolo",1,1
Broken Embraces,R,1,A. O. SCOTT,"Almodóvar’s Happy Agony, Swirling Amid Jealousy and Revenge",Can there be such a thing as exuberant melancholy? I can’t think of another way to describe the spirit of “Broken Embraces.”,2009-11-19,2010-01-15,2017-11-02 4:18,4900000,Drama,0,Pedro Almodóvar,1,1
Brooklyn,PG-13,1,A. O. SCOTT,"Review: Resettling the Meaning of Home in ‘Brooklyn,’ With Saoirse Ronan","This film about a familiar American story, the immigrant who arrives with dreams of the future and pangs over leaving home, explores the question: Where do we come from?",2015-11-03,2015-11-25,2017-11-02 4:18,30459009,Drama,0,"Nick Hornby, Colm Tóibín (novel)",1,1
Brotherhood,NA,1,STEPHEN HOLDEN,"A Band of Neo-Nazis, Navigating Sexuality","Danish men who harass Pakistani immigrants, beat up homosexuals and idolize Hitler while struggling with their own sexuality.",2010-08-05,2010-08-06,2017-11-02 4:18,NA,Crime,0,Blake Masters,0,0
Buena Vista Social Club: Adios,PG,1,GLENN KENNY,"Review: ‘Buena Vista Social Club: Adios,’ Analytical but Still Loving","This vital, informative companion piece to Wim Wenders’s 1999 documentary chronicles the late-life careers, and deaths, of the “Buena Vista” stars.",2017-05-24,2017-05-26,2017-11-02 4:18,118253,Documentary,1,N/A,0,NA
Bugs,NA,1,BEN KENIGSBERG,Review: ‘Bugs’ Is a Culinary Adventure. Insects Never Looked so Yummy.,Ben Reade and Josh Evans travel the world to visit cultures where insects are prepared as food.,2017-09-26,2017-09-27,2017-11-02 4:18,NA,Horror,0,"Patrick Doody (story), Chris Valenziano (story), Joseph Conti (story), Robinson Young (screenplay), Patrick Doody (screenplay), Chris Valenziano (screenplay)",0,NA
Call Her Applebroog,NA,1,GLENN KENNY,"Review: ‘Call Her Applebroog,’ Beth B’s Portrait of a Still-Vital Artist","Beth B, Ida Applebroog’s daughter, takes an intimate look at the artist’s drawings, paintings and emphatic engagement with others.",2016-06-09,2016-06-10,2017-11-02 4:18,2559,Documentary,1,N/A,1,NA
Call Me by Your Name,R,1,MANOHLA DARGIS,Review: A Boy’s Own Desire in ‘Call Me by Your Name’,"In the latest movie from the Italian director Luca Guadagnino (“I Am Love”), Armie Hammer plays a visiting student who falls for his host’s teenage son.",2017-11-22,2017-11-24,2017-12-22 17:44,NA,Drama,0,"James Ivory (screenplay by), André Aciman (based on the novel by)",0,1
Call Me Kuchu,NA,1,STEPHEN HOLDEN,Where Being Gay Is a Life-and-Death Struggle,"The documentary “Call Me Kuchu” chronicles the struggles of the gay rights movement in Uganda, and its prime mover, David Kato, who was bludgeoned to death in January 2011.",2013-06-13,2013-06-14,2017-11-02 4:18,8941,Documentary,1,"Katherine Fairfax Wright, Malika Zouhali-Worrall",0,0
Captain Fantastic,R,1,MANOHLA DARGIS,Review: Viggo Mortensen Captivates in ‘Captain Fantastic’,Mr. Mortensen is just one of the reasons to see this film about a family forced to leave their home in the woods and become reacquainted with society.,2016-07-07,2016-07-08,2017-11-02 4:18,5875006,Comedy,0,Matt Ross,0,1
Captain Phillips,PG-13,1,MANOHLA DARGIS,A Thriller Armed With Thought,"Based on a true story of a hijacking by Somali pirates, “Captain Phillips” begins as something of a procedural about men at work and morphs into a jittery thriller.",2013-10-10,2013-10-11,2017-11-02 4:18,107100855,Biography,0,"Billy Ray (screenplay), Richard Phillips (based upon the book ""A Captain's Duty: Somali Pirates,  Navy SEALS,  and Dangerous Days at Sea"" by), Stephan Talty (based upon the book ""A Captain's Duty: Somali Pirates,  Navy SEALS,  and Dangerous Days at Sea"" by)",0,1
Carol,R,1,A. O. SCOTT,Review: ‘Carol’ Explores the Sweet Science of Magnetism,"Two women fall in love in this new film from Todd Haynes, based on the Patricia Highsmith novel “The Price of Salt.”",2015-11-19,2016-01-15,2017-11-02 4:18,8518148,Drama,0,"Phyllis Nagy (screenplay), Patricia Highsmith (novel)",1,1
Cars 3,G,1,GLENN KENNY,"Review: In ‘Cars 3,’ Lightning McQueen Faces an Existential Crisis",Lightning is back and feeling a bit old in this latest breezy feature in the Pixar franchise. It offers life lessons that will resonate with adults as well as with children.,2017-06-14,2017-06-16,2017-11-02 4:18,152603003,Animation,0,"Brian Fee (original story by), Ben Queen (original story by), Eyal Podell (original story by), Jonathon E. Stewart (original story by), Kiel Murray (screenplay by), Bob Peterson (screenplay by), Mike Rich (screenplay by), Scott Morse (additional story material)",0,0
Cash Only,NA,1,KEN JAWOROWSKI,"Review: ‘Cash Only’: Repaying a Crook, When Things Turn Gritty","In Malik Bader’s drama, the clock is ticking fast for a desperate Detroit landlord who steals money from the wrong person.",2016-05-12,2016-05-13,2017-11-02 4:18,NA,Crime,0,Nickola Shreli,0,0
Catching the Sun,NA,1,ANDY WEBSTER,Review: ‘Catching the Sun’ Profiles Solar Energy Entrepreneurs and Activists,This documentary spotlights international efforts to build a green economy through solar power.,2016-03-31,2016-04-01,2017-11-02 4:18,NA,Documentary,1,Shalini Kantayya,NA,0
Cedar Rapids,R,1,MANOHLA DARGIS,"An Innocent Abroad, at a Convention in Iowa","In “Cedar Rapids,” an insurance salesman leaves his hometown for the first time to attend a convention, where he plunges into the reality of the world outside his tiny one.",2011-02-10,2011-03-18,2017-11-02 4:18,6800000,Comedy,0,Phil Johnston,0,0
Certified Copy,Not Rated,1,STEPHEN HOLDEN,"On the Road, Packing Querulous Erudition","In Abbas Kiarostami’s “Certified Copy,” a couple (Juliette Binoche and William Shimell) drive through Tuscany arguing about art, representation and authenticity.",2011-03-10,2011-03-25,2017-11-02 4:18,1337384,Drama,0,"Caroline Eliacheff (collaborator on screenplay), Abbas Kiarostami",1,0
Chasing Coral,NA,1,NICOLE HERRINGTON,Review: ‘Chasing Coral’ Bears Witness to the Death Aquatic,"Jeff Orlowski’s documentary emphasizes that climate change isn’t just an aboveground phenomenon — warmer oceans mean that coral reefs are in peril, too.",2017-07-13,2017-07-14,2017-11-02 4:18,NA,Documentary,0,"Davis Coombe, Vickie Curtis, Jeff Orlowski",0,0
Cheap Thrills,Not Rated,1,NEIL GENZLINGER,"Facing Eviction, He Can’t Resist a Dare",“Cheap Thrills” is a dark comedy about two friends who fall into a rough game with a wealthy couple they meet at a bar.,2014-03-27,2014-03-21,2017-11-02 4:18,NA,Comedy,0,"David Chirchirillo, Trent Haaga",0,0
Chicken People,NA,1,HELEN T. VERONGOS,"Review: ‘Chicken People,’ Pampering Royalty That Clucks","This documentary, directed by Nicole Lucas Haimes, looks at devotees of these fair fowl on the show circuit.",2016-09-22,2016-09-23,2017-11-02 4:18,NA,Documentary,1,N/A, A,0
Chinese Puzzle,R,1,STEPHEN HOLDEN,"Love, Sex, Marriage and Schopenhauer’s Ghost","“Chinese Puzzle,” the third film in a trilogy, centers on a womanizing Frenchman who follows his ex-wife to New York.",2014-05-15,2014-05-16,2017-11-02 4:18,NA,Comedy,0,Cédric Klapisch (screenplay),0,0
Citizenfour,R,1,A. O. SCOTT,Intent on Defying an All-Seeing Eye,"&#8220;Citizenfour,&#8221; about Edward J. Snowden&#8217;s quest to expose sweeping government surveillance of citizens, has the effect of a spooky and deeply unsettling thriller.",2014-10-23,2014-11-28,2017-11-02 4:18,NA,Documentary,1,N/A,0,1
City of Gold,R,1,A. O. SCOTT,Review: Tastes of Los Angeles in ‘City of Gold’,"Laura Gabbert’s documentary follows the food critic Jonathan Gold in his pursuit of excellence, which can lead to a taco truck or a high-end restaurant.",2016-03-10,2016-03-11,2017-11-02 4:18,608799,Documentary,1,"Laura Gabbert (story), Laura Gabbert",0,0
Clouds of Sils Maria,R,1,MANOHLA DARGIS,"Review: In ‘Clouds of Sils Maria,’ a Celebration Turns Into a Memorial","&#8220;Clouds of Sils Maria,&#8221; directed by Olivier Assayas, examines female friendships, female rivalries, tabloid notoriety and the loss of privacy in the Internet age.",2015-04-09,2015-04-10,2017-11-02 4:18,NA,Drama,0,Olivier Assayas,1,0
Cold Fish,Not Rated,1,JEANNETTE CATSOULIS,Swimming in Blood,"Sion Sono’s “Cold Fish” is a deliciously warped wallow in misogyny, depravity and manipulation.",2011-08-04,2011-07-06,2017-11-02 4:18,NA,Comedy,0,"Sion Sono (screenplay), Yoshiki Takahashi (screenplay)",0,0
Columbus,NA,1,BEN KENIGSBERG,Review: Modernism’s Promise and an Auspicious Feature Debut in ‘Columbus’,The video essayist Kogonada uses architecture to pose larger questions in a small Indiana town.,2017-08-03,2017-08-04,2017-11-02 4:18,892778,Drama,0,Kogonada,0,0
Contagion,PG-13,1,MANOHLA DARGIS,A Nightmare Pox on Your Civilized World,"“Contagion,” Steven Soderbergh’s smart, spooky thriller about contemporary plagues, is a paranoid freakout for the antigovernment, Tea Party age.",2011-09-08,2011-09-09,2017-11-02 4:18,75638743,Drama,0,Scott Z. Burns,1,0
Cooper & Hemingway: The True Gen,NA,1,ANDY WEBSTER,"Coop and Papa, Manning Up in Good Times and Bad","“Cooper & Hemingway” examines the friendship between Gary Cooper and Ernest Hemingway, who shared a love of the outdoors but had strikingly different personalities.",2013-10-10,2013-09-27,2017-11-02 4:18,NA,NA,NA,NA,NA,NA
Crazy Heart,R,1,A. O. SCOTT,A Country Crooner Whose Flight Is Now Free Fall,"“Crazy Heart,” written and directed by Scott Cooper, is a small movie perfectly scaled to the big performance at its center.",2009-12-15,2010-02-05,2017-11-02 4:18,38349555,Drama,0,"Scott Cooper, Thomas Cobb (novel)",0,1
Creed,PG-13,1,A. O. SCOTT,"Review: In ‘Creed,’ Rocky’s Back, as a Mentor, Not a Fighter","No. 7 in a series, “Creed” stars Michael B. Jordan as Sylvester Stallone’s protégé. It’s a rarity, A. O. Scott writes: “a terrific boxing movie.”",2015-11-24,2015-11-25,2017-11-02 4:18,81157671,Drama,0,"Ryan Coogler (screenplay by), Aaron Covington (screenplay by), Ryan Coogler (story by), Sylvester Stallone (based on characters created by)",0,1
Crime After Crime,Not Rated,1,JEANNETTE CATSOULIS,Seeking a Path to Justice,"“Crime After Crime” favors the personal over the political, creating a no-frills portrait of a stoic and remarkably unembittered woman.",2011-06-30,2011-07-01,2017-11-02 4:18,NA,Documentary,0,Yoav Potash,1,0
Criminal Activities,NA,1,NEIL GENZLINGER,"Review: ‘Criminal Activities,’ a Crime Yarn With John Travolta",Mr. Travolta plays a crime boss with a get-rich-quick investment scheme in this movie from Jackie Earle Haley.,2015-11-19,2015-11-20,2017-11-02 4:18,NA,Crime,0,Robert Lowell,0,NA
Cupcakes,NA,1,ANDY WEBSTER,"Review: In ‘Cupcakes,’ an Impromptu Cellphone Video Is Noticed",Eytan Fox&#8217;s dramedy sends six more or less ordinary Israelis to a Paris song competition.,2015-03-26,2015-03-27,2017-11-02 4:18,8910,Comedy,0,"Eli Bijaoui, Eytan Fox",1,0
Damn!,NA,1,NEIL GENZLINGER,A Brush With Internet Fame,“Damn!” is more than just a documentary about a quirky New York gubernatorial candidate.,2011-08-11,2011-08-12,2017-11-02 4:18,NA,Documentary,0,N/A,1,NA
Dark Horse,PG,1,JEANNETTE CATSOULIS,"Review: In ‘Dark Horse,’ a Real-Life Steeplechase Champion Inspires a Town","Subtitled “The Incredible True Story of Dream Alliance,” this documentary recounts the rise of a foal who restored a Welsh village’s spirits.",2016-05-05,2016-05-06,2017-11-02 4:18,166228,Comedy,0,"Todd Solondz, Harold Manning (french adaptation)",1,0
Dark Shadows,PG-13,1,MANOHLA DARGIS,A Vampire Thirsty and Bewildered,"Johnny Depp plays Barnabas Collins in this comedy from Tim Burton (their eighth movie together), based on the soap opera from the 1960s and ’70s.",2012-05-10,2012-05-11,2017-11-02 4:18,79711678,Comedy,0,"Seth Grahame-Smith (screenplay), John August (story), Seth Grahame-Smith (story), Dan Curtis (television series)",0,0
Date and Switch,R,1,JEANNETTE CATSOULIS,Shedding the Cliché of High School Sex,"“Date and Switch,” directed by Chris Nelson, is a new entry in the high school movie pool.",2014-02-13,2014-02-14,2017-11-02 4:18,NA,Comedy,0,Alan Yang,0,NA
Dawn of the Planet of the Apes,PG-13,1,A. O. SCOTT, Neighbors Who Need Good Fences,"In “Dawn of the Planet of the Apes,” civilized apes and devastated humans debate what to do about each other.",2014-07-10,2014-07-11,2017-11-02 4:18,183278877,Action,0,"Mark Bomback, Rick Jaffa, Amanda Silver, Rick Jaffa (based on characters created by), Amanda Silver (based on characters created by)",0,1
Daybreakers,R,1,JEANNETTE CATSOULIS,Futuristic World Where Vampires Rule,Among the many pleasures of “Daybreakers” is its reminder that vampire movies can function as more than just metaphors for teenage celibacy.,2010-01-07,2010-01-08,2017-11-02 4:18,3.00E+07,Action,0,"Michael Spierig, Peter Spierig",1,0
Dear Zindagi,Not Rated,1,ANDY WEBSTER,"Review: In ‘Dear Zindagi,’ a Conflicted Woman in Search of a Truer Life",Gauri Shinde’s sharply observed film depicts a young cinematographer torn between various impulses who finds guidance from a psychologist.,2016-11-25,2016-11-23,2017-11-02 4:18,1397133,Drama,1,Gauri Shinde,1,0
Deliver Us From Evil,R,1,NEIL GENZLINGER,A New York Cop Walks the Satan Beat,A New York police officer teams up with a priest to combat demonic possession in the horror movie “Deliver Us From Evil.”,2014-07-01,2014-07-02,2017-11-02 4:18,18871466,Horror,0,"Scott Derrickson (screenplay), Paul Harris Boardman (screenplay), Ralph Sarchie (book), Lisa Collier Cool (book)",0,0
