"display_title","summary_short","critics_pick"
"Beasts of No Nation","In this film written and directed by Cary Joji Fukunaga the line between innocence and evil is thinner than the blade of a machete",0
"Beatriz at Dinner","Class polarization makes for an uncomfortable dinner party in this film written by Mike White and directed by Miguel Arteta",0
"Beautiful Creatures","Beautiful Creatures has sweet young things and supernatural shenanigans",0
"Beautiful Islands","Beautiful Islands captures the effects of global warming on the inhabitants of imperiled islands",0
"Beautiful Something","Joseph Grahams movie is a bleak agonized study of gay men looking for some kind of connection",0
"Beetle Queen Conquers Tokyo","Beetle Queen Conquers Tokyo says less about Japan than it does about Americas continuing fascination with modern Japanese culture",0
"Before I Fall","Zoey Deutch relives a day repeatedly until she gets it right in this film based on a youngadult novel",0
"Before I Go To Sleep","In 8220Before I Go to Sleep8221 Nicole Kidman plays an amnesiac who awakens each day not knowing who she is nor the man lying beside her Colin Firth",0
"Before the Flood","A new documentary chronicles environmental degradation that leads to global warming and suggests steps to reduce it",0
"Before You Know It","P J Ravals documentary Before You Know It follows three gay men  in New York Florida and Texas  as they deal with the common issues of aging",0
"Begin Again","Begin Again starring Keira Knightley Mark Ruffalo and Adam Levine is the director John Carneys followup to Once",0
"Behind the Blue Veil","Behind the Blue Veil chronicles the Tuareg people of Mali and the threats to their culture",0
"Beijing Taxi","The filmmaker Miao Wang follows three cabbies in Beijing Taxi her documentary about workingclass Chinese life",0
"Being Charlie","The directors son Nick Reiner wrote the screenplay with Matt Elisofon and it centers on a rebellious teenager whose father is a wellknown entertainment figure",0
"Ben-Gurion, Epilogue","Issues of sovereignty in the Middle East are revisited in a pair of documentaries",0
"Ben-Hur","Timur Bekmambetovs adaptation of the swordandsandals spectacle offers a riproaring chariot race but is largely devoid of pious posturing",0
"Bending the Arc","This feelgood documentary dives into global health care with the same optimism as its subjects two founders of Partners in Health",0
"Berlin '36","Berlin 36 loosely recounts how the Nazis plotted to keep a Jew off the German Olympic team in 1936",0
"Berlin Syndrome","Teresa Palmer has a breakthrough role as a young woman on holiday in Berlin whose instant romance with a stranger results in her abduction",0
"Beside Still Waters","In Chris Lowell8217s 8220Beside Still Waters8221 a weekend reunion of old high school friends turns into whiskeylubricated nostalgia",0
"Best of Enemies","This documentary from Robert Gordon and Morgan Neville mines the BuckleyVidal skirmishes around the 1968 political conventions for nuggets of historical insight",0
"Better Living Through Chemistry","A rather dull married pharmacist Sam Rockwell and a gorgeous equally married customer Olivia Wilde make for an explosive compound in Better Living Through Chemistry",0
"Better Than Something: Jay Reatard","With candid interviews and raw performance footage Better Than Something traces the volatile short life of the garage rocker known as Jay Reatard",0
"Bettie Page Reveals All","Bettie Page Reveals All a documentary from Mark Mori uses a Page voiceover stitched together from audio interviews in presenting the legendary pinup girls notallhappy story",0
"Betting on Zero","A documentary looks at a hedge fund managers 1 billion bet against that nutritional company and his efforts to expose what he characterized as consumer fraud",0
"Between Two Worlds","The Sri Lankan filmmaker Vimukthi Jayasundaras vivid and oblique Between Two Worlds drops a man from the sky and trusts we will follow him",0
"Beware the Gonzo","Beware the Gonzo the feature directorial debut of Bryan Goluboff follows a student uprising against a high schools vile clique of alpha teenagers and its smug principal",0
"Beyond Skyline","Liam ODonnells genrehopping film takes its characters from Los Angeles to Laos but risks losing its audience along the way",0
"Beyond the Gates","In this horror movie two brothers play an oldschool board game with a videotape and run into Barbara Crampton of ReAnimator",0
"Bhaag Milkha Bhaag","This Bollywood biopic trails Milkha Singh from his military training through noteworthy competitions in the 1950s at home and abroad",0
"Bhutto","A new documentary by Duane Baughman and Johnny OHara looks at the life and death of Benazir Bhutto",0
"Big Eyes","Tim Burton8217s 8220Big Eyes8221 tells the story of the artist Margaret Keane whose husband Walter Keane took credit for her work in the 1960s",0
"Big Miracle","Unlikely allies find themselves working together to save three whales trapped in ice in Alaska in Big Miracle",0
"Big Mommas: Like Father, Like Son","Martin Lawrence plays Big Momma his FBIagentindrag character for the third time in Big Mommas Like Father Like Son",0
"Big Significant Things","In this film Harry Lloyd plays a character who runs from commitment in search of highway novelties",0
"Billy & Buddy","Billy  Buddy based on a comic strip by Jean Roba features a cocker spaniel and French comedic noises",0
"Billy Lynn’s Long Halftime Walk","Billy Lynns Long Halftime Walk is Mr Lees film about innocence adapted from a novel about the gulf that separates modern soldiers from everyone else",0
"Birdboy: The Forgotten Children","The movie has talking animals but its not necessarily for kids",0
"Birth of the Dragon","The film focuses on an early chapter in the martialarts superstars life when he battled a Shaolin monk in the Bay Area",0
"Birth Story: Ina May Gaskin and The Farm Midwives","Birth Story Ina May Gaskin  the Farm Midwives a documentary puts a halo over the natural childbirth experience",0
"Bitter Harvest","Prettily filmed yet parochial this film follows two lovers through a mass starvation in the early 1930s",0
"Bitter Honey","Bitter Honey a documentary by the UCLA anthropologist Robert Lemelson examines an island that remains mired in ancient patriarchy and domestic violence",0
"Biutiful","Javier Bardem plays an underworld figure stressed by work and family in Alejandro Gonzlez Irritus Biutiful",0
"Black Mass","Scott Coopers film conjures a highly familiar gangster world of gamy characters whackings and splattered brains",0
"Black Nativity","The musical Black Nativity set mostly in contemporary Harlem is directed by Kasi Lemmons",0
"Black November","8220Black November8221 a bloodforoil drama directed by Jeta Amata follows a Nigerian activist who mobilized opposition after a deadly explosion",0
"Black or White","In 8220Black or White8221 Kevin Costner and Octavia Spencer battle each other for custody of their biracial granddaughter",0
"Black Rock","In Black Rock three young women decide to reconnect on an isolated island in Maine only to find themselves running for their lives",0
"Black Sea","In 8220Black Sea8221 Jude Law stars as a sailor who seizes on a chance to explore for undersea gold with a rough and greedy crew",0
"Blade of the Immortal","A brokenhearted girl and an undying samurai team up in Takashi Miikes film",0
"Blade Runner 2049","The director Denis Villeneuve tries to both honor Ridley Scotts 1982 dystopian classic and to slip free of its considerable shadow",0
"Blair Witch","This followup to the 1999 hit The Blair Witch Project offers more gore more gadgets and 89 minutes of screaming flashlight waving and falling trees",0
"Blended","In Blended the third pairing of Adam Sandler and Drew Barrymore Mr Sandler once again proclaims himself both berdoofus and ultimate mensch",0
"Blind","Alec Baldwin and Demi Moore star in a clumsy tale about a cranky blind writer and a married woman who finds him affairworthy",0
"Blood","Two fraternal detectives wrestle with murder and morality in Nick Murphys crime drama Blood",0
"Blood Father","The movie directed by JeanFranois Richet finds the grizzled loner of a hero fighting to protect his daughter",0
"Blood on the Mountain","This documentary about the industry in West Virginia is not well made but raises timely issues",0
"Blood Ransom","8220Blood Ransom8221 follows a beautiful vampireinthemaking as she goes on the run with a mortal man who loves her",0
